alias_id,entity_id,alias_text,normalized_alias,alias_type,priority,is_official
325,110,000155,000155,symbol,2,false
326,111,华数传媒,华数传媒,official_name,1,true
327,111,000156.SZ,000156.SZ,symbol,1,false
328,111,000156,000156,symbol,2,false
329,112,中联重科,中联重科,official_name,1,true
330,112,000157.SZ,000157.SZ,symbol,1,false
331,112,000157,000157,symbol,2,false
332,113,常山北明,常山北明,official_name,1,true
333,113,000158.SZ,000158.SZ,symbol,1,false
334,113,000158,000158,symbol,2,false
335,114,国际实业,国际实业,official_name,1,true
336,114,000159.SZ,000159.SZ,symbol,1,false
337,114,000159,000159,symbol,2,false
338,115,申万宏源,申万宏源,official_name,1,true
339,115,000166.SZ,000166.SZ,symbol,1,false
340,115,000166,000166,symbol,2,false
341,116,东方盛虹,东方盛虹,official_name,1,true
342,116,000301.SZ,000301.SZ,symbol,1,false
343,116,000301,000301,symbol,2,false
344,117,美的集团,美的集团,official_name,1,true
345,117,000333.SZ,000333.SZ,symbol,1,false
346,117,000333,000333,symbol,2,false
347,118,潍柴动力,潍柴动力,official_name,1,true
348,118,000338.SZ,000338.SZ,symbol,1,false
349,118,000338,000338,symbol,2,false
350,119,许继电气,许继电气,official_name,1,true
351,119,000400.SZ,000400.SZ,symbol,1,false
352,119,000400,000400,symbol,2,false
353,120,金隅冀东,金隅冀东,official_name,1,true
354,120,000401.SZ,000401.SZ,symbol,1,false
355,120,000401,000401,symbol,2,false
356,121,金融街,金融街,official_name,1,true
357,121,000402.SZ,000402.SZ,symbol,1,false
358,121,000402,000402,symbol,2,false
359,121,金 融 街,金 融 街,common_alias,2,false
360,122,派林生物,派林生物,official_name,1,true
361,122,000403.SZ,000403.SZ,symbol,1,false
362,122,000403,000403,symbol,2,false
363,123,长虹华意,长虹华意,official_name,1,true
364,123,000404.SZ,000404.SZ,symbol,1,false
365,123,000404,000404,symbol,2,false
366,124,胜利股份,胜利股份,official_name,1,true
367,124,000407.SZ,000407.SZ,symbol,1,false
368,124,000407,000407,symbol,2,false
369,125,藏格矿业,藏格矿业,official_name,1,true
370,125,000408.SZ,000408.SZ,symbol,1,false
371,125,000408,000408,symbol,2,false
372,126,云鼎科技,云鼎科技,official_name,1,true
373,126,000409.SZ,000409.SZ,symbol,1,false
374,126,000409,000409,symbol,2,false
375,127,沈阳机床,沈阳机床,official_name,1,true
376,127,000410.SZ,000410.SZ,symbol,1,false
377,127,000410,000410,symbol,2,false
378,128,英特集团,英特集团,official_name,1,true
379,128,000411.SZ,000411.SZ,symbol,1,false
380,128,000411,000411,symbol,2,false
381,129,渤海租赁,渤海租赁,official_name,1,true
382,129,000415.SZ,000415.SZ,symbol,1,false
383,129,000415,000415,symbol,2,false
384,130,合百集团,合百集团,official_name,1,true
385,130,000417.SZ,000417.SZ,symbol,1,false
386,130,000417,000417,symbol,2,false
387,131,通程控股,通程控股,official_name,1,true
388,131,000419.SZ,000419.SZ,symbol,1,false
389,131,000419,000419,symbol,2,false
390,132,吉林化纤,吉林化纤,official_name,1,true
391,132,000420.SZ,000420.SZ,symbol,1,false
392,132,000420,000420,symbol,2,false
393,133,南京公用,南京公用,official_name,1,true
394,133,000421.SZ,000421.SZ,symbol,1,false
395,133,000421,000421,symbol,2,false
396,134,湖北宜化,湖北宜化,official_name,1,true
397,134,000422.SZ,000422.SZ,symbol,1,false
398,134,000422,000422,symbol,2,false
399,135,东阿阿胶,东阿阿胶,official_name,1,true
400,135,000423.SZ,000423.SZ,symbol,1,false
401,135,000423,000423,symbol,2,false
402,136,徐工机械,徐工机械,official_name,1,true
403,136,000425.SZ,000425.SZ,symbol,1,false
404,136,000425,000425,symbol,2,false
405,137,兴业银锡,兴业银锡,official_name,1,true
406,137,000426.SZ,000426.SZ,symbol,1,false
407,137,000426,000426,symbol,2,false
408,138,华天酒店,华天酒店,official_name,1,true
409,138,000428.SZ,000428.SZ,symbol,1,false
410,138,000428,000428,symbol,2,false
411,139,粤高速Ａ,粤高速Ａ,official_name,1,true
412,139,000429.SZ,000429.SZ,symbol,1,false
413,139,000429,000429,symbol,2,false
414,140,ST张家界,ST张家界,official_name,1,true
415,140,000430.SZ,000430.SZ,symbol,1,false
416,140,000430,000430,symbol,2,false
417,141,ST晨鸣,ST晨鸣,official_name,1,true
418,141,000488.SZ,000488.SZ,symbol,1,false
419,141,000488,000488,symbol,2,false
420,142,山东路桥,山东路桥,official_name,1,true
421,142,000498.SZ,000498.SZ,symbol,1,false
422,142,000498,000498,symbol,2,false
423,143,武商集团,武商集团,official_name,1,true
424,143,000501.SZ,000501.SZ,symbol,1,false
425,143,000501,000501,symbol,2,false
426,144,国新健康,国新健康,official_name,1,true
427,144,000503.SZ,000503.SZ,symbol,1,false
428,144,000503,000503,symbol,2,false
429,145,*ST生物,*ST生物,official_name,1,true
430,145,000504.SZ,000504.SZ,symbol,1,false
431,145,000504,000504,symbol,2,false
432,146,京粮控股,京粮控股,official_name,1,true
433,146,000505.SZ,000505.SZ,symbol,1,false
434,146,000505,000505,symbol,2,false
435,147,招金黄金,招金黄金,official_name,1,true
436,147,000506.SZ,000506.SZ,symbol,1,false
437,147,000506,000506,symbol,2,false
438,148,珠海港,珠海港,official_name,1,true
439,148,000507.SZ,000507.SZ,symbol,1,false
440,148,000507,000507,symbol,2,false
441,149,华塑控股,华塑控股,official_name,1,true
442,149,000509.SZ,000509.SZ,symbol,1,false
443,149,000509,000509,symbol,2,false
444,150,新金路,新金路,official_name,1,true
445,150,000510.SZ,000510.SZ,symbol,1,false
446,150,000510,000510,symbol,2,false
447,151,丽珠集团,丽珠集团,official_name,1,true
448,151,000513.SZ,000513.SZ,symbol,1,false
449,151,000513,000513,symbol,2,false
450,152,渝开发,渝开发,official_name,1,true
451,152,000514.SZ,000514.SZ,symbol,1,false
452,152,000514,000514,symbol,2,false
453,152,渝 开 发,渝 开 发,common_alias,2,false
454,153,国际医学,国际医学,official_name,1,true
455,153,000516.SZ,000516.SZ,symbol,1,false
456,153,000516,000516,symbol,2,false
457,154,荣安地产,荣安地产,official_name,1,true
458,154,000517.SZ,000517.SZ,symbol,1,false
459,154,000517,000517,symbol,2,false
460,155,*ST四环,*ST四环,official_name,1,true
461,155,000518.SZ,000518.SZ,symbol,1,false
462,155,000518,000518,symbol,2,false
463,156,中兵红箭,中兵红箭,official_name,1,true
464,156,000519.SZ,000519.SZ,symbol,1,false
465,156,000519,000519,symbol,2,false
466,157,凤凰航运,凤凰航运,official_name,1,true
467,157,000520.SZ,000520.SZ,symbol,1,false
468,157,000520,000520,symbol,2,false
469,158,长虹美菱,长虹美菱,official_name,1,true
470,158,000521.SZ,000521.SZ,symbol,1,false
471,158,000521,000521,symbol,2,false
472,159,红棉股份,红棉股份,official_name,1,true
473,159,000523.SZ,000523.SZ,symbol,1,false
474,159,000523,000523,symbol,2,false
475,160,岭南控股,岭南控股,official_name,1,true
476,160,000524.SZ,000524.SZ,symbol,1,false
477,160,000524,000524,symbol,2,false
478,161,红太阳,红太阳,official_name,1,true
479,161,000525.SZ,000525.SZ,symbol,1,false
480,161,000525,000525,symbol,2,false
481,162,学大教育,学大教育,official_name,1,true
482,162,000526.SZ,000526.SZ,symbol,1,false
483,162,000526,000526,symbol,2,false
484,163,柳工,柳工,official_name,1,true
485,163,000528.SZ,000528.SZ,symbol,1,false
486,163,000528,000528,symbol,2,false
487,163,柳    工,柳    工,common_alias,2,false
488,164,广弘控股,广弘控股,official_name,1,true
489,164,000529.SZ,000529.SZ,symbol,1,false
490,164,000529,000529,symbol,2,false
491,165,冰山冷热,冰山冷热,official_name,1,true
492,165,000530.SZ,000530.SZ,symbol,1,false
493,165,000530,000530,symbol,2,false
494,166,穗恒运Ａ,穗恒运Ａ,official_name,1,true
495,166,000531.SZ,000531.SZ,symbol,1,false
496,166,000531,000531,symbol,2,false
497,167,华金资本,华金资本,official_name,1,true
498,167,000532.SZ,000532.SZ,symbol,1,false
499,167,000532,000532,symbol,2,false
500,168,顺钠股份,顺钠股份,official_name,1,true
501,168,000533.SZ,000533.SZ,symbol,1,false
502,168,000533,000533,symbol,2,false
503,169,万泽股份,万泽股份,official_name,1,true
504,169,000534.SZ,000534.SZ,symbol,1,false
505,169,000534,000534,symbol,2,false
506,170,华映科技,华映科技,official_name,1,true
507,170,000536.SZ,000536.SZ,symbol,1,false
508,170,000536,000536,symbol,2,false
509,171,绿发电力,绿发电力,official_name,1,true
510,171,000537.SZ,000537.SZ,symbol,1,false
511,171,000537,000537,symbol,2,false
512,172,云南白药,云南白药,official_name,1,true
513,172,000538.SZ,000538.SZ,symbol,1,false
514,172,000538,000538,symbol,2,false
515,173,粤电力Ａ,粤电力Ａ,official_name,1,true
516,173,000539.SZ,000539.SZ,symbol,1,false
517,173,000539,000539,symbol,2,false
518,174,佛山照明,佛山照明,official_name,1,true
519,174,000541.SZ,000541.SZ,symbol,1,false
520,174,000541,000541,symbol,2,false
521,175,皖能电力,皖能电力,official_name,1,true
522,175,000543.SZ,000543.SZ,symbol,1,false
523,175,000543,000543,symbol,2,false
524,176,中原环保,中原环保,official_name,1,true
525,176,000544.SZ,000544.SZ,symbol,1,false
526,176,000544,000544,symbol,2,false
527,177,金浦钛业,金浦钛业,official_name,1,true
528,177,000545.SZ,000545.SZ,symbol,1,false
529,177,000545,000545,symbol,2,false
530,178,金圆股份,金圆股份,official_name,1,true
531,178,000546.SZ,000546.SZ,symbol,1,false
532,178,000546,000546,symbol,2,false
533,179,航天发展,航天发展,official_name,1,true
534,179,000547.SZ,000547.SZ,symbol,1,false
535,179,000547,000547,symbol,2,false
536,180,湖南投资,湖南投资,official_name,1,true
537,180,000548.SZ,000548.SZ,symbol,1,false
538,180,000548,000548,symbol,2,false
539,181,江铃汽车,江铃汽车,official_name,1,true
540,181,000550.SZ,000550.SZ,symbol,1,false
541,181,000550,000550,symbol,2,false
542,182,创元科技,创元科技,official_name,1,true
543,182,000551.SZ,000551.SZ,symbol,1,false
544,182,000551,000551,symbol,2,false
545,183,甘肃能化,甘肃能化,official_name,1,true
546,183,000552.SZ,000552.SZ,symbol,1,false
547,183,000552,000552,symbol,2,false
548,184,安道麦A,安道麦A,official_name,1,true
549,184,000553.SZ,000553.SZ,symbol,1,false
550,184,000553,000553,symbol,2,false
551,185,泰山石油,泰山石油,official_name,1,true
552,185,000554.SZ,000554.SZ,symbol,1,false
553,185,000554,000554,symbol,2,false
554,186,神州信息,神州信息,official_name,1,true
555,186,000555.SZ,000555.SZ,symbol,1,false
556,186,000555,000555,symbol,2,false
557,187,西部创业,西部创业,official_name,1,true
558,187,000557.SZ,000557.SZ,symbol,1,false
559,187,000557,000557,symbol,2,false
560,188,天府文旅,天府文旅,official_name,1,true
561,188,000558.SZ,000558.SZ,symbol,1,false
562,188,000558,000558,symbol,2,false
563,189,万向钱潮,万向钱潮,official_name,1,true
564,189,000559.SZ,000559.SZ,symbol,1,false
565,189,000559,000559,symbol,2,false
566,190,我爱我家,我爱我家,official_name,1,true
567,190,000560.SZ,000560.SZ,symbol,1,false
568,190,000560,000560,symbol,2,false
569,191,烽火电子,烽火电子,official_name,1,true
570,191,000561.SZ,000561.SZ,symbol,1,false
571,191,000561,000561,symbol,2,false
572,192,陕国投Ａ,陕国投Ａ,official_name,1,true
573,192,000563.SZ,000563.SZ,symbol,1,false
574,192,000563,000563,symbol,2,false
575,193,供销大集,供销大集,official_name,1,true
576,193,000564.SZ,000564.SZ,symbol,1,false
577,193,000564,000564,symbol,2,false
578,194,渝三峡Ａ,渝三峡Ａ,official_name,1,true
579,194,000565.SZ,000565.SZ,symbol,1,false
580,194,000565,000565,symbol,2,false
581,195,海南海药,海南海药,official_name,1,true
582,195,000566.SZ,000566.SZ,symbol,1,false
583,195,000566,000566,symbol,2,false
584,196,海德股份,海德股份,official_name,1,true
585,196,000567.SZ,000567.SZ,symbol,1,false
586,196,000567,000567,symbol,2,false
587,197,泸州老窖,泸州老窖,official_name,1,true
588,197,000568.SZ,000568.SZ,symbol,1,false
589,197,000568,000568,symbol,2,false
590,198,苏常柴Ａ,苏常柴Ａ,official_name,1,true
591,198,000570.SZ,000570.SZ,symbol,1,false
592,198,000570,000570,symbol,2,false
593,199,新大洲A,新大洲A,official_name,1,true
594,199,000571.SZ,000571.SZ,symbol,1,false
595,199,000571,000571,symbol,2,false
596,200,海马汽车,海马汽车,official_name,1,true
597,200,000572.SZ,000572.SZ,symbol,1,false
598,200,000572,000572,symbol,2,false
599,201,粤宏远Ａ,粤宏远Ａ,official_name,1,true
600,201,000573.SZ,000573.SZ,symbol,1,false
601,201,000573,000573,symbol,2,false
602,202,甘化科工,甘化科工,official_name,1,true
603,202,000576.SZ,000576.SZ,symbol,1,false
604,202,000576,000576,symbol,2,false
605,203,威孚高科,威孚高科,official_name,1,true
606,203,000581.SZ,000581.SZ,symbol,1,false
607,203,000581,000581,symbol,2,false
